qid,year,subject,auto_tier,auto_best,expert_tier,expert_link,link_src,advantage,transform,weight,text_snippet
2024_P_22,2024,Science & Technology,3,2017_P_74,,2017_P_74,auto,,,0.00,Consider the following statements :  Statement-I:  Many chewing gums found in the market are considered a source of environmental pollution.  Statemen
2024_P_23,2024,Geography,1,2022_P_88,,2022_P_88,auto,,,0.00,Consider the following pairs (Country — Animal found in its natural habitat): 1. Brazil — Indri 2. Indonesia — Elk 3. Madagascar — Bonobo How many of 
2024_P_24,2024,Polity,1,2010_P_55,,2010_P_55,auto,,,0.00,"Consider the following statements regarding World Toilet Organization :  1. It is one of the agencies of the United Nations.  2. World Toilet Summit, "
2024_P_25,2024,Environment,3,2012_P_97,,2012_P_97,auto,,,0.00,"Consider the following statements:  1. Lions do not have a particular breeding season.  2. Unlike most other big cats, cheetahs do not roar.  3. Unlik"
2024_P_26,2024,Economy,2,2022_P_31,1,2022_P_31,expert,pattern,weak-association,1.00,Which one of the following is the correct description of “100 Million Farmers”?
2024_P_27,2024,Science & Technology,3,2011_P_6,2,2011_P_6,expert,conceptual,entity-bridge,7.05,Consider the following:  1. Battery storage  2. Biomass generators  3. Fuel cells  4. Rooftop solar photovoltaic units  How many of the above are cons
2024_P_28,2024,Geography,0,,,,auto,,,0.00,Which one of the following shows a unique relationship with an insect that has coevolved with it and that is the only insect that can pollinate this t
2024_P_29,2024,Environment,3,2016_P_90,,2016_P_90,auto,,,0.00,Consider the following :  1. Butterflies  2. Fish  3. Frogs  How many of the above have poisonous species among them?
2024_P_3,2024,Geography,0,,,,auto,,,0.00,Consider the following:  1. Pyroclastic debris  2. Ash and dust  3. Nitrogen compounds  4. Sulphur compounds  How many of the above are products of vo
2024_P_30,2024,Geography,1,2016_P_53,,2016_P_53,auto,,,0.00,Consider the following :  1. Cashew  2. Papaya  3. Red sanders  How many of the above trees are actually native to India?
2024_P_31,2024,Science & Technology,3,2006_P_28,,2006_P_28,auto,,,0.00,"With reference to radioisotope thermoelectric generators (RTGs), consider the following statements:  1. RTGs are miniature fission reactors.  2. RTGs "
2024_P_32,2024,Science & Technology,0,,,,auto,,,0.00,"Consider the following statements:  Statement-I:  Giant stars live much longer than dwarf stars.  Statement-II :  Compared to dwarf stars, giant stars"
2024_P_33,2024,Science & Technology,0,,,,auto,,,0.00,Which one of the following is synthesised in human body that dilates blood vessels and increases blood flow?
2024_P_34,2024,Science & Technology,3,2023_P_90,,2023_P_90,auto,,,0.00,Consider the following activities :  1. Identification of narcotics on passengers at airports or in aircraft  2. Monitoring of precipitation  3. Track
2024_P_35,2024,Science & Technology,0,,,,auto,,,0.00,Consider the following aircraft :  1. Rafael  2. MiG-29  3. Tejas MK-1  How many of the above are considered fifth generation fighter aircraft?
2024_P_36,2024,Science & Technology,0,,,,auto,,,0.00,In which of the following are hydrogels used?  1. Controlled drug delivery in patients  2. Mobile air-conditioning systems  3. Preparation of industri
2024_P_37,2024,Science & Technology,5,2010_P_35,5,2010_P_35,auto,answerability,paraphrase-repeat,1.00,"Which one of the following is the exhaust pipe emission from Fuel Cell Electric Vehicles, powered by hydrogen ?"
2024_P_38,2024,Economy,0,,,,auto,,,0.00,"Recently, the term ""pumped-storage hydropower"" is actually and appropriately discussed in the context of which one of the following?"
2024_P_39,2024,Science & Technology,3,2015_P_23,,2015_P_23,auto,,,0.00,"""Membrane Bioreactors"" are often discussed in the context of:"
2024_P_4,2024,Geography,3,2012_P_45,,2012_P_45,auto,,,0.00,Which of the following is/are correct inference/inferences from isothermal maps in the month of January?  1. The isotherms deviate to the north over t
2024_P_40,2024,Economy,1,2022_P_5,,2022_P_5,auto,,,0.00,"With reference to the Indian economy, ""Collateral Borrowing and Lending Obligations"" are the instruments of:"
2024_P_41,2024,Economy,3,2022_P_82,,2022_P_82,auto,,,0.00,The total fertility rate in an economy is defined as:
2024_P_42,2024,Economy,4,2021_P_13,3,2021_P_13,expert,conceptual,entity-bridge,1.00,"Consider the following statements :  1. In India, Non-Banking Financial Companies can access the Liquidity Adjustment Facility window of the Reserve B"
2024_P_43,2024,Economy,3,2021_P_13,,2021_P_13,auto,,,0.00,"In India, which of the following can trade in Corporate Bonds and Government Securities?  1. Insurance Companies  2. Pension Funds  3. Retail Investor"
2024_P_44,2024,Economy,3,2020_P_51,,2020_P_51,auto,,,0.00,Consider the following:  1. Exchange-Traded Funds (ETF)  2. Motor vehicles  3. Currency swap  Which of the above is/are considered financial instrumen
2024_P_45,2024,Economy,1,2008_P_8,,2008_P_8,auto,,,0.00,"With reference to the sectors of the Indian economy, consider the following pairs:  Economic activity | Sector 1. Storage of agricultural produce | Se"
2024_P_46,2024,Science & Technology,3,2011_P_6,,2011_P_6,auto,,,0.00,Consider the following materials:  1. Agricultural residues 2. Corn grain 3. Wastewater treatment sludge 4. Wood mill waste  Which of the above can be
2024_P_47,2024,Economy,1,2020_P_66,,2020_P_66,auto,,,0.00,"With reference to physical capital in Indian economy, consider the following pairs:  Items | Category 1. Farmer's plough | Working capital 2. Computer"
2024_P_48,2024,Science & Technology,0,,,,auto,,,0.00,Which one of the following words/phrases is most appropriately used to denote 'an interoperable network of 3D virtual worlds that can be accessed simu
2024_P_49,2024,Economy,3,2004_P_48,,2004_P_48,auto,,,0.00,"With reference to the rule/rules imposed by the Reserve Bank of India while treating foreign banks, consider the following statements:  1. There is no"
2024_P_5,2024,Geography,1,2023_P_2,,2023_P_2,auto,,,0.00,Which of the following countries are well known as the two largest cocoa producers in the world?  (a) Algeria and Morocco  (b) Botswana and Namibia  (
2024_P_50,2024,Economy,1,2022_P_7,,2022_P_7,auto,,,0.00,"With reference to Corporate Social Responsibility (CSR) rules in India, consider the following statements:  1. CSR rules specify that expenditures tha"
2024_P_51,2024,Economy,3,2021_P_6,,2021_P_6,auto,,,0.00,"Consider the following statements :  Statement-I :  If the United States of America (USA) were to default on its debt, holders of US Treasury Bonds wi"
2024_P_52,2024,Economy,1,2016_P_43,1,2016_P_43,expert,pattern,weak-association,5.40,Consider the following statements :  Statement-I :  Syndicated lending spreads the risk of borrower default across multiple lenders.  Statement-II :  
2024_P_53,2024,Economy,3,2023_P_24,,2023_P_24,auto,,,0.00,Consider the following statements in respect of the digital rupee :  1. It is a sovereign currency issued by the Reserve Bank of India (RBI) in alignm
2024_P_54,2024,History,3,2018_P_74,,2018_P_74,auto,,,0.00,"With reference to ancient India, Gautama Buddha was generally known by which of the following epithets?  1. Nayaputta  2. Shakyamuni  3. Tathagata  Se"
2024_P_55,2024,History,1,2022_P_91,,2022_P_91,auto,,,0.00,Consider the following information (Archaeological Site — State — Description): 1. Chandraketugarh — Odisha — Trading port town 2. Inamgaon — Maharash
2024_P_56,2024,History,1,2023_P_49,,2023_P_49,auto,,,0.00,Who of the following rulers of medieval India gave permission to the Portuguese to build a fort at Bhatkal?
2024_P_57,2024,History,3,2017_P_13,,2017_P_13,auto,,,0.00,"With reference to revenue collection by Cornwallis, consider the following statements:  1. Under the Ryotwari Settlement of revenue collection, the pe"
2024_P_58,2024,Art & Culture,0,,,,auto,,,0.00,Consider the following statements :  1. There are no parables in Upanishads.  2. Upanishads were composed earlier than the Puranas.  Which of the stat
2024_P_59,2024,Economy,3,2013_P_61,,2013_P_61,auto,,,0.00,Consider the following statements :  1. India is a member of the International Grains Council.  2. A country needs to be a member of the International
2024_P_6,2024,Geography,4,2023_P_1,2,2023_P_1,expert,elimination,entity-bridge,1.00,"With reference to the Himalayan rivers joining the Ganga downstream of Prayagraj from West to East, which one of the following sequences is correct?  "
2024_P_60,2024,Art & Culture,3,2014_P_88,,2014_P_88,expert,,,0.00,Which one of the following was the latest inclusion in the Intangible Cultural Heritage List of UNESCO?
2024_P_61,2024,Polity,1,2023_P_36,,2023_P_36,auto,,,0.00,Who was the Provisional President of the Constituent Assembly before Dr. Rajendra Prasad took over?
2024_P_62,2024,Polity,3,2010_P_34,,2010_P_34,auto,,,0.00,"With reference to the Government of India Act, 1935, consider the following statements :  1. It provided for the establishment of an All India Federat"
2024_P_63,2024,Art & Culture,3,2021_P_41,,2021_P_41,auto,,,0.00,Which one of the following is a work attributed to playwright Bhasa?
2024_P_64,2024,History,3,2013_P_33,,2013_P_33,auto,,,0.00,"Sanghabhuti, an Indian Buddhist monk, who travelled to China at the end of the fourth century AD, was the author of a commentary on:"
2024_P_65,2024,Art & Culture,3,2023_P_45,,2023_P_45,auto,,,0.00,Consider the following properties included in the World Heritage List released by UNESCO:  1. Shantiniketan  2. Rani-ki-Vav  3. Sacred Ensembles of th
2024_P_66,2024,Polity,3,2019_P_45,,2019_P_45,auto,,,0.00,"As per Article 368 of the Constitution of India, the Parliament may amend any provision of the Constitution by way of :  1. Addition  2. Variation  3."
2024_P_67,2024,Geography,3,2020_P_65,,2020_P_65,auto,,,0.00,Consider the following countries :  1. Italy  2. Japan  3. Nigeria  4. South Korea  5. South Africa  Which of the above countries are frequently menti
2024_P_68,2024,Polity,4,2023_P_37,4,2023_P_37,auto,answerability,entity-bridge,1.00,Which of the following statements are correct in respect of a Money Bill in the Parliament?  1. Article 109 mentions special procedure in respect of M
2024_P_69,2024,Polity,0,,0,,expert,none,spurious,3.86,Which of the following is/are correctly matched in terms of equivalent rank in the three services of Indian Defence forces? (Army — Airforce — Navy) 1
2024_P_7,2024,Geography,3,2021_P_64,,2021_P_64,auto,,,0.00,Consider the following statements :  Statement-I :  Rainfall is one of the reasons for weathering of rocks.  Statement-II :  Rain water contains carbo
2024_P_70,2024,Polity,3,2014_P_60,,2014_P_60,auto,,,0.00,"The North Eastern Council (NEC) was established by the North Eastern Council Act, 1971. Subsequent to the amendment of NEC Act in 2002, the Council co"
2024_P_71,2024,Polity,3,2012_P_54,,2012_P_54,auto,,,0.00,How many Delimitation Commissions have been constituted by the Government of India till December 2023?
2024_P_72,2024,Polity,4,2008_P_98,3,2008_P_98,expert,conceptual,entity-bridge,1.00,"The Constitution (71st Amendment) Act, 1992 amends the Eighth Schedule to the Constitution to include which of the following languages?  1. Konkani  2"
2024_P_73,2024,History,1,2023_P_46,,2023_P_46,auto,,,0.00,Consider the following pairs (Party — Its Leader): 1. Bharatiya Jana Sangh — Dr. Shyama Prasad Mukherjee 2. Socialist Party — C. Rajagopalachari 3. Co
2024_P_74,2024,Polity,3,2012_P_4,,2012_P_4,auto,,,0.00,Which of the following statements are correct about the Constitution of India?  1. Powers of the Municipalities are given in Part IX A of the Constitu
2024_P_75,2024,Polity,4,2004_P_35,2,2004_P_35,expert,conceptual,mechanism-transfer,1.00,Which one of the following statements is correct as per the Constitution of India?
2024_P_76,2024,Polity,4,2021_P_79,5,2021_P_79,expert,answerability,paraphrase-repeat,1.00,"Under which of the following Articles of the Constitution of India, has the Supreme Court of India placed the Right to Privacy ?"
2024_P_77,2024,Polity,1,2016_P_23,,2016_P_23,auto,,,0.00,What are the duties of the Chief of Defence Staff (CDS) as Head of the Department of Military Affairs?  1. Permanent Chairman of Chiefs of Staff Commi
2024_P_78,2024,Polity,1,2020_P_3,,2020_P_3,auto,,,0.00,Operations undertaken by the Army towards upliftment of the local population in remote areas to include addressing of their basic needs is called:
2024_P_79,2024,Geography,0,,,,auto,,,0.00,The longest border between any two countries in the world is between :
2024_P_8,2024,Geography,3,2011_P_30,,2011_P_30,auto,,,0.00,Consider the following countries :  1. Finland  2. Germany  3. Norway  4. Russia  How many of the above countries have a border with the North Sea?
2024_P_80,2024,Polity,3,2019_P_53,,2019_P_53,auto,,,0.00,Which of the following statements about the Ethics Committee in the Lok Sabha are correct?  1. Initially it was an ad-hoc Committee.  2. Only a Member
2024_P_81,2024,Polity,3,2012_P_9,,2012_P_9,auto,,,0.00,Consider the following statements regarding 'Nari Shakti Vandan Adhiniyam' :  1. Provisions will come into effect from the 18th Lok Sabha.  2. This wi
2024_P_82,2024,Polity,0,,,,auto,,,0.00,Which of the following statements about 'Exercise Mitra Shakti-2023' are correct?  1. This was a joint military exercise between India and Bangladesh.
2024_P_83,2024,Polity,3,2019_P_81,,2019_P_81,auto,,,0.00,A Writ of Prohibition is an order issued by the Supreme Court or High Courts to :
2024_P_84,2024,Polity,1,2013_P_23,,2013_P_23,auto,,,0.00,Consider the following statements :  1. It is the Governor of the State who recognizes and declares any community of that State as a Scheduled Tribe. 
2024_P_85,2024,Polity,3,2012_P_56,,2012_P_56,auto,,,0.00,"With reference to Union Budget, consider the following statements :  1. The Union Finance Minister on behalf of the Prime Minister lays the Annual Fin"
2024_P_86,2024,Polity,4,2009_P_61,1,2009_P_61,expert,pattern,weak-association,1.00,"Who of the following is the author of the books ""The India Way"" and ""Why Bharat Matters”?"
2024_P_87,2024,Polity,1,2022_P_87,1,2022_P_87,expert,pattern,weak-association,5.40,Consider the following pairs (Country — Reason for being in the news): 1. Argentina — Worst economic crisis 2. Sudan — War between the country's regul
2024_P_88,2024,Geography,3,2019_P_36,,2019_P_36,auto,,,0.00,Consider the following statements :  Statement-I :  Sumed pipeline is a strategic route for Persian Gulf oil and natural gas shipments to Europe.  Sta
2024_P_89,2024,Geography,3,2019_P_36,,2019_P_36,auto,,,0.00,Consider the following statements :  1. The Red Sea receives very little precipitation in any form.  2. No water enters the Red Sea from rivers.  Whic
2024_P_9,2024,Geography,3,2005_P_24,,2005_P_24,auto,,,0.00,Consider the following information (Waterfall — Region — River): 1. Dhuandhar — Malwa — Narmada 2. Hundru — Chota Nagpur — Subarnarekha 3. Gersoppa — 
2024_P_90,2024,Environment,3,2021_P_17,2,2021_P_17,expert,elimination,entity-bridge,7.05,"According to the Environmental Protection Agency (EPA), which one of the following is the largest source of sulphur dioxide emissions?"
2024_P_91,2024,Polity,1,2007_P_13,,2007_P_13,auto,,,0.00,Consider the following statements :  Statement-I:  There is instability and worsening security situation in the Sahel region.  Statement-II :  There h
2024_P_92,2024,Economy,3,2010_P_7,,2010_P_7,auto,,,0.00,"Consider the following statements :  Statement-I :  India does not import apples from the United States of America.  Statement-II :  In India, the law"
2024_P_93,2024,Polity,3,2007_P_9,,2007_P_9,auto,,,0.00,"With reference to the Speaker of the Lok Sabha, consider the following statements :  While any resolution for the removal of the Speaker of the Lok Sa"
2024_P_94,2024,Polity,5,2016_P_1,4,2016_P_1,expert,answerability,paraphrase-repeat,1.00,"With reference to the Indian Parliament, consider the following statements:  1. A bill pending in the Lok Sabha lapses on its dissolution.  2. A bill "
2024_P_95,2024,Polity,3,2023_P_23,,2023_P_23,expert,,,0.00,Consider the following statements:  Statement-I :  The European Parliament approved The Net-Zero Industry Act recently.  Statement-II:  The European U
2024_P_96,2024,Polity,1,2012_P_26,,2012_P_26,auto,,,0.00,"With reference to the 'Pradhan Mantri Surakshit Matritva Abhiyan', consider the following statements :  1. This scheme guarantees a minimum package of"
2024_P_97,2024,Economy,1,2012_P_86,,2012_P_86,auto,,,0.00,"Consider the following statements :  Statement-I :  Recently, Venezuela has achieved a rapid recovery from its economic crisis and succeeded in preven"
2024_P_98,2024,Polity,3,2023_P_72,,2023_P_72,auto,,,0.00,"With reference to the Digital India Land Records Modernisation Programme, consider the following statements :  1. To implement the scheme, the Central"
2024_P_99,2024,Economy,1,2016_P_76,,2016_P_76,auto,,,0.00,"With reference to the Pradhan Mantri Shram Yogi Maan-dhan (PM-SYM) Yojana, consider the following statements :  1. The entry age group for enrolment i"
2025_P_1,2025,Economy,4,2023_P_25,2,2023_P_25,expert,conceptual,entity-bridge,1.00,"With reference to investments, consider the following: I. Bonds II. Hedge Funds III. Stocks IV. Venture Capital How many of the above are treated as A"
2025_P_10,2025,Economy,2,2017_P_64,4,2016_P_12,expert,answerability,surface-echo,1.00,Consider the following statements : I. Capital receipts create a liability or cause a reduction in the assets of the Government. II. Borrowings and di
2025_P_100,2025,Art & Culture,1,2023_P_96,,2023_P_96,auto,,,0.00,"Consider the following statements : I. In the finals of the 45th Chess Olympiad held in 2024, Gukesh Dommaraju became the world's youngest winner afte"
2025_P_11,2025,History,3,2007_P_16,,2007_P_16,auto,,,0.00,Consider the following statements about Raja Ram Mohan Roy : I. He possessed great love and respect for the traditional philosophical systems of the E
2025_P_12,2025,History,3,2011_P_10,,2011_P_10,auto,,,0.00,Consider the following subjects with regard to Non-Cooperation Programme : I. Boycott of law-courts and foreign cloth II. Observance of strict non-vio
2025_P_13,2025,History,0,,0,,expert,none,spurious,3.86,The irrigation device called 'Araghatta' was
2025_P_14,2025,History,3,2020_P_24,2,2020_P_24,expert,elimination,angle-shift,7.05,"Who among the following rulers in ancient India had assumed the titles 'Mattavilasa', 'Vichitrachitta' and 'Gunabhara?"
2025_P_15,2025,History,0,,1,2019_P_10,expert,pattern,expert-verified-weak,3.86,"Fa-hien (Faxian), the Chinese pilgrim, travelled to India during the reign of"
2025_P_16,2025,History,3,2023_P_45,,2023_P_45,auto,,,0.00,"Who among the following led a successful military campaign against the kingdom of Srivijaya, the powerful maritime State, which ruled the Malay Penins"
2025_P_17,2025,History,3,2015_P_39,,2015_P_39,auto,,,0.00,"With reference to ancient India (600-322 BC), consider the following pairs: Territorial region River flowing in the region I. Asmaka : Godavari II. Ka"
2025_P_18,2025,Art & Culture,0,,1,2017_P_12,expert,pattern,expert-verified-weak,3.86,"The first Gandharva Mahavidyalaya, a music training school, was set up in 1901 by Vishnu Digambar Paluskar in"
2025_P_19,2025,History,0,,,,auto,,,0.00,"Ashokan inscriptions suggest that the 'Pradeshika', 'Rajuka' and 'Yukta' were important officers at the"
2025_P_2,2025,Economy,3,2021_P_6,,2021_P_6,auto,,,0.00,Which of the following are the sources of income for the Reserve Bank of India? I. Buying and selling Government bonds II. Buying and selling foreign 
2025_P_20,2025,History,3,2014_P_82,,2014_P_82,auto,,,0.00,Consider the following statements in respect of the Non-Cooperation Movement : I. The Congress declared the attainment of 'Swaraj' by all legitimate a
2025_P_21,2025,Polity,1,2007_P_95,,2007_P_95,auto,,,0.00,Consider the following countries : I. Austria II. Bulgaria III. Croatia IV. Serbia V. Sweden VI. North Macedonia How many of the above are members of 
2025_P_22,2025,Geography,3,2024_P_10,,2024_P_10,auto,,,0.00,Consider the following countries : I. Bolivia II. Brazil III. Colombia IV. Ecuador V. Paraguay VI. Venezuela Andes mountains pass through how many of 
2025_P_23,2025,Geography,3,2006_P_35,,2006_P_35,auto,,,0.00,Consider the following water bodies : I. Lake Tanganyika II. Lake Tonlé Sap III. Patos Lagoon Through how many of them does the equator pass?
2025_P_24,2025,Economy,2,2007_P_44,1,2005_P_81,expert,pattern,weak-association,1.00,Consider the following statements about turmeric during the year 2022-23: I. India is the largest producer and exporter of turmeric in the world. II. 
2025_P_25,2025,Geography,3,2014_P_13,2,2014_P_13,expert,conceptual,entity-bridge,7.05,Which of the following are the evidences of the phenomenon of continental drift? I. The belt of ancient rocks from Brazil coast matches with those fro
2025_P_26,2025,Geography,1,2021_P_62,1,2021_P_62,expert,pattern,weak-association,5.40,Consider the following statements : Statement I: The amount of dust particles in the atmosphere is more in subtropical and temperate areas than in equ
2025_P_27,2025,Geography,1,2024_P_4,,2024_P_4,auto,,,0.00,"Consider the following statements : Statement I: In January, in the Northern Hemisphere, the isotherms bend equatorward while crossing the landmasses,"
2025_P_28,2025,Geography,0,,,,auto,,,0.00,"Consider the following statements : Statement I: In the context of effect of water on rocks, chalk is known as a very permeable rock whereas clay is k"
2025_P_29,2025,Geography,1,2012_P_62,,2012_P_62,auto,,,0.00,"Consider the following statements : I. Without the atmosphere, temperature would be well below freezing point everywhere on the Earth's surface. II. H"
2025_P_3,2025,Polity,1,2013_P_23,,2013_P_23,auto,,,0.00,"With reference to the Government of India, consider the following information: Organization Some of its functions It works under I. Directorate of Enf"
2025_P_30,2025,Economy,1,2017_P_43,0,,expert,none,spurious,5.40,Consider the following statements about the Rashtriya Gokul Mission :  I. It is important for the upliftment of rural poor as majority of low producin
2025_P_31,2025,Geography,3,2017_P_25,,2017_P_25,auto,,,0.00,Consider the following statements : Statement I: Studies indicate that carbon dioxide emissions from cement industry account for more than 5% of globa
2025_P_32,2025,Geography,2,2016_P_81,1,2016_P_81,expert,pattern,weak-association,1.00,"Consider the following statements : Statement I: At the 28th United Nations Climate Change Conference (COP28), India refrained from signing the 'Decla"
2025_P_33,2025,Geography,3,2019_P_20,,2019_P_20,auto,,,0.00,Consider the following statements : Statement I: Scientific studies suggest that a shift is taking place in the Earth's rotation and axis. Statement I
2025_P_34,2025,Environment,3,2023_P_23,,2023_P_23,auto,,,0.00,Consider the following statements : Statement I: Article 6 of the Paris Agreement on climate change is frequently discussed in global discussions on s
2025_P_35,2025,Economy,2,2009_P_47,1,2009_P_47,expert,pattern,weak-association,1.00,Which one of the following launched the 'Nature Solutions Finance Hub for Asia and the Pacific?
2025_P_36,2025,Science & Technology,3,2024_P_37,1,2024_P_37,expert,pattern,weak-association,7.05,"With reference to 'Direct Air Capture', an emerging technology, which of the following statements is/are correct? I. It can be used as a way of carbon"
2025_P_37,2025,Environment,3,2020_P_100,,2020_P_100,auto,,,0.00,"Regarding Peacock tarantula (Gooty tarantula), consider the following statements : I. It is an omnivorous crustacean. II. Its natural habitat in India"
2025_P_38,2025,Geography,3,2024_P_16,,2024_P_16,auto,,,0.00,Consider the following statements : I. Carbon dioxide (CO2) emissions in India are less than 0.5 t CO2/ capita. II. In terms of CO2 emissions from fue
2025_P_39,2025,Geography,1,2024_P_23,,2024_P_23,auto,,,0.00,Consider the following pairs : Plant Description I. Cassava : Woody shrub II. Ginger : Herb with pseudostem III. Malabar spinach : Herbaceous climber 
2025_P_4,2025,Economy,3,2024_P_42,,2024_P_42,auto,,,0.00,Consider the following statements : I. The Reserve Bank of India mandates all the listed companies in India to submit a Business Responsibility and Su
2025_P_40,2025,Geography,1,2024_P_7,,2024_P_7,auto,,,0.00,"With reference to the planet Earth, consider the following statements : I. Rain forests produce more oxygen than that produced by oceans. II. Marine p"
2025_P_41,2025,Science & Technology,4,2010_P_35,1,2010_P_35,expert,pattern,weak-association,1.00,Consider the following types of vehicles : I. Full battery electric vehicles II. Hydrogen fuel cell vehicles III. Fuel cell-electric hybrid vehicles H
2025_P_42,2025,Science & Technology,3,2023_P_7,,2023_P_7,auto,,,0.00,"With reference to Unmanned Aerial Vehicles (UAVs), consider the following statements : I. All types of UAVs can do vertical landing. II. All types of "
2025_P_43,2025,Science & Technology,4,2023_P_7,2,2023_P_7,expert,conceptual,entity-bridge,1.00,"In the context of electric vehicle batteries, consider the following elements : I. Cobalt II. Graphite III. Lithium IV. Nickel How many of the above u"
2025_P_44,2025,Geography,3,2017_P_74,,2017_P_74,auto,,,0.00,Consider the following: I. Cigarette butts II. Eyeglass lenses III. Car tyres How many of them contain plastic?
2025_P_45,2025,Science & Technology,3,2013_P_31,,2013_P_31,auto,,,0.00,Consider the following substances: I. Ethanol II. Nitroglycerine III. Urea Coal gasification technology can be used in the production of how many of t
2025_P_46,2025,Science & Technology,1,2023_P_67,,2023_P_67,auto,,,0.00,"What is the common characteristic of the chemical substances generally known as CL-20, HMX and LLM-105, which are sometimes talked about in media?"
2025_P_47,2025,Science & Technology,3,2022_P_35,,2022_P_35,auto,,,0.00,Consider the following statements: I. It is expected that Majorana 1 chip will enable quantum computing. II. Majorana 1 chip has been introduced by Am
2025_P_48,2025,Science & Technology,3,2020_P_41,,2020_P_41,auto,,,0.00,"With reference to monoclonal antibodies, often mentioned in news, consider the following statements : I. They are man-made proteins. II. They stimulat"
2025_P_49,2025,Science & Technology,0,,,,auto,,,0.00,Consider the following statements : I. No virus can survive in ocean waters. II. No virus can infect bacteria. III. No virus can change the cellular t
2025_P_5,2025,Economy,3,2018_P_8,,2018_P_8,expert,,,0.00,"Consider the following statements : Statement I: In India, income from allied agricultural activities like poultry farming and wool rearing in rural a"
2025_P_50,2025,Science & Technology,0,,0,,expert,none,spurious,3.86,Consider the following statements : Statement I: Activated carbon is a good and an attractive tool to remove pollutants from effluent streams and to r
2025_P_51,2025,Polity,3,2020_P_4,,2020_P_4,auto,,,0.00,"With reference to the Indian polity, consider the following statements : I. An Ordinance can amend any Central Act. II. An Ordinance can abridge a Fun"
2025_P_52,2025,Environment,3,2013_P_29,,2013_P_29,auto,,,0.00,"Consider the following pairs : State Description I. Arunachal Pradesh : The capital is named after a fort, and the State has two National Parks II. Na"
2025_P_53,2025,Polity,3,2013_P_13,,2013_P_13,auto,,,0.00,"With reference to India, consider the following: I. The Inter-State Council II. The National Security Council III. Zonal Councils How many of the abov"
2025_P_54,2025,Polity,4,2014_P_60,3,2014_P_60,expert,conceptual,entity-bridge,1.00,Consider the following statements : I. The Constitution of India explicitly mentions that in certain spheres the Governor of a State acts in his/her o
2025_P_55,2025,Polity,4,2020_P_8,3,2008_P_100,expert,conceptual,entity-bridge,1.00,Consider the following pairs : Provision in the Constitution of India Stated under I. Separation of Judiciary from the Executive in the public service
2025_P_56,2025,Polity,3,2022_P_73,,2022_P_73,auto,,,0.00,"Consider the following statements : With reference to the Constitution of India, if an area in a State is declared as Scheduled Area under the Fifth S"
2025_P_57,2025,Economy,3,2023_P_71,0,,expert,none,spurious,7.05,"With reference to India, consider the following pairs : Organization Union Ministry I. The National Automotive Board : Ministry of Commerce and Indust"
2025_P_58,2025,Polity,4,2006_P_7,2,2006_P_7,expert,conceptual,entity-bridge,1.00,"Consider the following subjects under the Constitution of India : I. List I-Union List, in the Seventh Schedule II. Extent of the executive power of a"
2025_P_59,2025,Polity,4,2018_P_41,4,2018_P_41,auto,answerability,entity-bridge,1.00,"With reference to the Indian polity, consider the following statements : I. The Governor of a State is not answerable to any court for the exercise an"
2025_P_6,2025,Economy,3,2010_P_46,,2010_P_46,auto,,,0.00,Consider the following statements : I. India has joined the Minerals Security Partnership as a member. II. India is a resource-rich country in all the
2025_P_60,2025,Economy,3,2019_P_74,3,2019_P_74,auto,conceptual,entity-bridge,7.05,"Consider the following activities : I. Production of crude oil II. Refining, storage and distribution of petroleum III. Marketing and sale of petroleu"
2025_P_61,2025,Economy,3,2016_P_3,,2016_P_3,auto,,,0.00,"Suppose the revenue expenditure is ₹ 80,000 crores and the revenue receipts of the Government are ₹60,000 crores. The Government budget also shows bor"
2025_P_62,2025,Polity,4,2024_P_10,1,2015_P_64,expert,pattern,weak-association,1.00,"India is one of the founding members of the International North-South Transport Corridor (INSTC), a multimodal transportation corridor, which will con"
2025_P_63,2025,Economy,3,2014_P_1,,2014_P_1,auto,,,0.00,"Consider the following statements : Statement I: Of the two major ethanol producers in the world, i.e., Brazil and the United States of America, the f"
2025_P_64,2025,Geography,3,2015_P_5,,2015_P_5,auto,,,0.00,The World Bank warned that India could become one of the first places where wet-bulb temperatures routinely exceed 35 °C. Which of the following state
2025_P_65,2025,Economy,3,2017_P_94,,2017_P_94,auto,,,0.00,"A country's fiscal deficit stands at ₹50,000 crores. It is receiving ₹10,000 crores through non-debt creating capital receipts. The country's interest"
2025_P_66,2025,Polity,3,2023_P_29,,2023_P_29,auto,,,0.00,Which of the following statements with regard to recommendations of the 15th Finance Commission of India are correct? I. It has recommended grants of 
2025_P_67,2025,Polity,3,2015_P_33,,2015_P_33,auto,,,0.00,Consider the following statements in respect of the International Bank for Reconstruction and Development (IBRD) : I. It provides loans and guarantees
2025_P_68,2025,Economy,1,2006_P_16,,2006_P_16,auto,,,0.00,"Consider the following statements in respect of RTGS and NEFT: I. In RTGS, the settlement time is instantaneous while in case of NEFT, it takes some t"
2025_P_69,2025,Economy,1,2017_P_43,,2017_P_43,auto,,,0.00,Consider the following countries : I. United Arab Emirates II. France III. Germany IV. Singapore V. Bangladesh How many countries amongst the above ar
2025_P_7,2025,Economy,0,,,,auto,,,0.00,"Consider the following statements : Statement I: As regards returns from an investment in a company, generally, bondholders are considered to be relat"
